# Date:     2019-03-06 15:23:46
# Database: cvs
# Target:   lmc_cepheids
# Query:    I>=8 and I<=30 
# Objects:  3344
# Columns:
# ID	Field	StarID	I	V	P_1	dP_1	A_1
 0001	 156.5	186	17.777	18.173	0.3068149	0.0000002	0.349
 0002	 157.6	2009	15.672	16.412	3.1181195	0.0000161	0.257
 0003	 151.6	310	17.847	18.359	0.3500934	0.0000006	0.340
 0004	 157.3	2913	15.128	15.688	2.2296063	0.0000057	0.249
 0005	 157.3	2916	14.661	15.413	5.6120581	0.0000135	0.521
 0006	 150.6	14	14.697	15.365	3.2949240	0.0000124	0.212
 0007	 155.3	5189	16.932	17.561	0.7090850	0.0000013	0.189
 0008	 156.2	5440	16.354	16.918	0.9728803	0.0000031	0.240
 0009	 154.3	22	15.479	16.137	2.0243989	0.0000239	0.187
 0010	 154.1	22	14.971	15.562	2.5655778	0.0000080	0.249
 0011	 150.7	5166	16.333	16.973	1.0199399	0.0000044	0.239
 0012	 153.4	17	15.469	16.067	2.6601882	0.0000022	0.688
 0013	 149.7	37	15.563	16.178	1.5985658	0.0000024	0.299
 0014	 150.7	5155	14.751	15.379	3.1358942	0.0000143	0.233
 0015	 149.7	6029	15.537	16.135	1.6557113	0.0000028	0.292
 0016	 153.1	11	13.707	14.787	10.5064564	0.0015553	0.115
 0017	 150.6	5206	15.345	15.992	3.6772562	0.0000299	0.611
 0018	 148.8	17	15.222	16.051	4.0478526	0.0000275	0.265
 0019	 154.1	4727	15.621	16.321	1.9290644	0.0000053	0.167
 0020	 149.6	6095	14.734	15.362	3.0111284	0.0000723	0.035
 0021	 149.7	6013	14.722	15.491	5.4579746	0.0000259	0.431
 0022	 150.3	3	14.520	15.208	3.4769607	0.0000765	0.078
 0023	 149.4	71	16.325	17.044	1.7018254	0.0000019	0.403
 0024	 150.3	7085	14.688	15.443	5.0930441	0.0000329	0.144
 0025	 149.3	41	15.343	16.157	3.7334998	0.0000099	0.360
 0026	 148.2	16	15.466	16.081	2.5706764	0.0000033	0.622
 0027	 146.6	29	15.039	15.641	3.5229468	0.0000052	0.647
 0028	 150.4	7575	16.620	17.276	1.2629545	0.0000007	0.513
 0029	 150.1	5722	15.393	16.088	1.9936021	0.0000082	0.256
 0030	 150.1	5799	17.041	17.656	0.6035423	0.0000006	0.330
 0031	 149.3	7684	14.423	15.149	4.3400772	0.0000217	0.261
 0032	 150.3	7156	16.323	16.999	1.0619388	0.0000048	0.171
 0033	 149.1	7417	14.400	15.233	7.1807757	0.0000217	0.488
 0034	 144.8	8	13.737	14.630	11.2546276	0.0000595	0.478
 0035	 147.6	4793	14.375	15.157	6.9436898	0.0000448	0.393
 0036	 144.5	65	16.416	17.187	1.5738216	0.0000077	0.106
 0037	 148.4	36	15.525	16.308	3.0669047	0.0000082	0.271
 0038	 149.3	7710	14.975	15.629	2.7551248	0.0000094	0.242
 0039	 148.3	83	15.415	16.069	3.1477368	0.0000291	0.338
 0040	 143.6	11	14.662	15.408	5.1651454	0.0000080	0.574
 0041	 146.6	3894	15.522	16.270	2.9106624	0.0000235	0.181
 0042	 144.5	6906	15.673	16.367	2.5770292	0.0000034	0.599
 0043	 148.1	7258	14.825	15.501	3.1484144	0.0000143	0.216
 0044	 146.4	20	14.933	15.581	4.0357410	0.0000050	0.616
 0045	 146.4	51	16.165	16.874	1.8669266	0.0000023	0.493
 0046	 142.6	4	13.950	14.733	8.8435494	0.0000321	0.487
 0047	 143.7	37	15.237	15.914	2.0713661	0.0000032	0.280
 0048	 143.5	14	14.451	15.145	5.5485136	0.0000175	0.549
 0049	 144.8	5522	15.328	16.201	3.8491395	0.0000148	0.231
 0050	 143.5	16	14.181	15.018	7.8456103	0.0000517	0.463
 0051	 144.6	6708	15.562	16.233	1.7544603	0.0000040	0.291
 0052	 148.1	7277	15.111	15.753	2.3856732	0.0000081	0.203
 0053	 143.7	8221	15.708	16.493	2.6338790	0.0000042	0.716
 0054	 143.8	7613	15.218	15.904	2.2764821	0.0000078	0.167
 0055	 145.1	19	15.433	16.091	2.8620285	0.0000030	0.538
 0056	 144.4	17	15.384	16.219	3.6670478	0.0000066	0.405
 0057	 142.5	10066	13.885	14.797	10.3074347	0.0001551	0.307
 0058	 142.6	10925	14.982	15.712	4.3155827	0.0000104	0.605
 0059	 141.6	36	15.011	15.815	4.3903931	0.0000083	0.472
 0060	 143.6	9591	15.391	16.192	3.4065084	0.0000115	0.513
 0061	 147.2	8271	16.667	17.276	0.8685993	0.0000013	0.270
 0062	 141.8	51	15.264	15.939	2.1531322	0.0000064	0.253
 0064	 142.6	10941	15.268	15.983	3.2291997	0.0000044	0.554
 0065	 140.8	440	18.223	18.948	0.3382869	0.0000015	0.117
 0066	 143.7	8276	15.712	16.542	1.9493017	0.0000088	0.157
 0067	 144.3	36	15.328	16.113	3.4854313	0.0000059	0.475
 0069	 141.6	120	15.643	16.380	1.8078415	0.0000085	0.136
 0070	 143.4	5	13.750	14.761	13.7458764	0.0000737	0.452
 0071	 141.7	9526	15.969	16.586	1.3858750	0.0000026	0.299
 0072	 141.7	9491	15.597	16.273	2.3365269	0.0000073	0.281
 0073	 145.1	4777	16.775	17.447	0.8371477	0.0000014	0.286
 0074	 145.2	4580	15.446	16.034	1.7931549	0.0000027	0.258
 0075	 144.4	7996	15.351	16.127	3.4187700	0.0000043	0.582
 0076	 142.4	37	15.047	15.912	5.1478634	0.0000758	0.227
 0077	 140.7	8874	14.959	15.640	2.9661137	0.0000136	0.211
 0078	 143.1	14	14.341	15.159	7.3826188	0.0000191	0.484
 0079	 142.2	10	13.114	14.116	22.5433243	0.0002287	0.681
 0080	 139.8	44	14.876	15.608	3.4195754	0.0000257	0.213
 0081	 138.5	110	17.136	17.673	0.5360223	0.0000006	0.226
 0082	 143.1	16	14.174	14.871	4.9305862	0.0000946	0.096
 0083	 143.2	687	17.603	18.226	0.5805571	0.0000022	0.082
 0084	 142.1	17	14.741	15.511	3.4994198	0.0000146	0.198
 0085	 143.2	50	14.875	15.599	3.0301460	0.0000124	0.234
 0086	 142.1	61	15.469	16.174	2.0407815	0.0000072	0.219
 0087	 143.3	54	15.176	15.970	3.5902354	0.0000037	0.624
 0088	 142.1	63	15.360	16.011	2.0455414	0.0000057	0.182
 0089	 141.1	24	15.224	16.009	4.6939180	0.0000205	0.329
 0090	 144.4	8021	15.120	15.853	4.0004529	0.0000074	0.510
 0091	 140.8	9933	15.318	16.170	3.5989663	0.0000058	0.422
 0092	 140.5	8550	15.604	16.193	1.6207273	0.0000060	0.201
 0093	 144.3	8029	15.587	16.392	2.1698054	0.0000073	0.183
 0094	 142.2	231	15.994	17.029	3.2128099	0.0000097	0.324
 0095	 140.5	8556	15.482	16.148	2.7749610	0.0000035	0.455
 0096	 142.2	59	14.536	15.333	4.3380065	0.0000295	0.141
 0097	 139.7	6955	14.430	15.133	3.9952495	0.0000267	0.203
 0098	 137.7	176	16.638	17.339	1.0012476	0.0000021	0.190
 0099	 141.3	149	16.367	17.031	1.0930541	0.0000021	0.174
 0100	 137.5	30	15.473	16.196	3.2094110	0.0000057	0.512
 0101	 142.2	18242	14.670	15.773	8.1913472	0.0003690	0.042
 0102	 139.7	7042	16.137	16.685	0.8399597	0.0000049	0.054
 0103	 139.7	6957	14.008	14.674	7.1573841	0.0000241	0.374
 0104	 143.1	9819	15.447	16.201	3.1095375	0.0000050	0.472
 0105	 138.6	5508	14.944	15.737	4.7407623	0.0000459	0.446
 0106	 137.5	35	15.450	16.234	3.2675159	0.0000056	0.468
 0107	 142.2	18253	13.941	14.755	8.7388601	0.0000374	0.509
 0108	 141.1	63	15.275	15.953	3.7476054	0.0000149	0.272
 0109	 142.4	13987	15.791	16.642	2.8534088	0.0000025	0.663
 0110	 143.1	9739	14.776	15.647	2.1199824	0.0000068	0.149
 0111	 142.2	18427	16.256	16.969	1.6128666	0.0000010	0.620
 0112	 140.4	150	16.187	16.920	1.8945959	0.0000072	0.146
 0113	 141.1	12885	15.778	16.565	1.8383266	0.0000062	0.165
 0114	 142.3	14395	13.786	14.589	10.3718290	0.0000506	0.355
 0115	 137.5	50	15.176	15.879	2.5145552	0.0000121	0.186
 0116	 137.5	51	15.365	16.110	3.4150540	0.0000056	0.486
 0117	 140.2	46	15.461	16.168	1.8851813	0.0000047	0.293
 0118	 142.2	18330	15.714	16.516	1.9989276	0.0000054	0.180
 0119	 142.3	14460	15.501	16.340	2.2091047	0.0000101	0.175
 0120	 141.4	12246	16.986	17.722	0.7471378	0.0000014	0.184
 0121	 136.7	56	14.710	15.453	3.5332636	0.0000181	0.213
 0122	 140.4	318	16.630	17.289	1.2929977	0.0000009	0.434
 0123	 142.3	14404	14.909	15.948	6.8885059	0.0000199	0.485
 0124	 142.3	14614	15.933	16.634	1.5152055	0.0000022	0.304
 0125	 140.4	70	14.859	15.513	2.7163396	0.0000091	0.194
 0126	 138.7	5900	14.376	15.255	7.6991321	0.0001079	0.190
 0127	 137.8	49	15.188	15.867	2.2385541	0.0000072	0.231
 0128	 137.8	52	15.222	16.025	3.8457290	0.0000105	0.449
 0129	 136.5	122	15.528	16.175	1.9096084	0.0000045	0.225
 0130	 142.3	14645	16.532	17.891	3.4120650	0.0000073	0.486
 0131	 141.1	12925	15.637	16.462	2.8695011	0.0000049	0.397
 0132	 135.5	24	15.710	16.603	3.0610513	0.0000073	0.359
 0133	 138.2	57	15.857	16.488	1.3838567	0.0000023	0.309
 0134	 137.8	9168	14.803	15.500	3.2423473	0.0000177	0.216
 0135	 135.5	15679	16.693	17.255	0.5893938	0.0000039	0.039
 0136	 135.6	14664	16.135	17.005	1.4398274	0.0000036	0.229
 0138	 141.1	12938	15.934	16.753	2.3754249	0.0000031	0.413
 0139	 135.6	14648	14.145	15.056	9.7737705	0.0000640	0.439
 0140	 139.1	95	15.710	16.407	2.4202557	0.0000025	0.447
 0141	 140.3	12351	15.301	15.876	1.8764556	0.0000045	0.230
 0142	 136.6	62	15.325	16.145	3.7719914	0.0000094	0.372
 0143	 140.3	12403	15.977	16.642	1.4335743	0.0000034	0.189
 0144	 138.3	4	13.677	-99.99	4.6194997	0.0001411	0.070
 0145	 141.3	13743	15.344	16.097	2.5163067	0.0000103	0.196
 0146	 139.2	78	16.302	16.833	0.8840895	0.0000020	0.314
 0148	 137.8	9149	14.259	15.018	4.6462974	0.0000222	0.265
 0149	 136.5	150	15.657	16.520	3.0792263	0.0000064	0.379
 0150	 137.7	9741	15.510	16.160	1.7668951	0.0000031	0.272
 0151	 141.1	12817	14.173	15.149	9.3641630	0.0000938	0.200
 0152	 135.5	15635	15.082	16.044	3.6938683	0.0000176	0.178
 0153	 141.2	12769	15.780	16.559	1.9526601	0.0000076	0.131
 0154	 141.1	12866	15.190	16.005	4.1646510	0.0000064	0.466
 0155	 136.6	23	13.812	14.606	9.8506542	0.0000902	0.384
 0156	 135.7	17321	15.435	16.270	2.2390621	0.0000084	0.178
 0157	 139.4	21	15.399	15.983	1.7749725	0.0000047	0.168
 0158	 135.6	14657	14.544	15.487	7.2297353	0.0000188	0.537
 0159	 137.7	9719	14.728	15.514	5.4639428	0.0000209	0.377
 0160	 135.6	14659	14.767	15.782	3.2012856	0.0000053	0.255
 0161	 140.2	12948	15.706	16.332	2.1149447	0.0000020	0.670
 0162	 135.8	15	14.727	15.473	5.0244194	0.0000126	0.441
 0163	 140.2	12887	15.098	15.730	3.4413286	0.0000091	0.553
 0164	 141.2	12795	15.713	16.518	2.7808159	0.0000027	0.438
 0165	 135.6	18069	15.472	16.287	3.2277088	0.0000040	0.515
 0166	 137.7	9756	15.375	16.111	3.1462430	0.0000047	0.620
 0167	 135.5	3809	13.569	14.425	12.5107780	0.0000908	0.392
 0168	 135.8	2941	16.274	17.026	1.7543385	0.0000023	0.411
 0169	 135.5	3822	14.808	15.678	5.7768860	0.0000207	0.439
 0170	 135.6	18056	15.431	16.314	3.9896033	0.0000199	0.530
 0171	 135.7	20883	15.416	16.231	3.4122146	0.0000052	0.471
 0172	 135.5	3844	15.883	16.665	2.5161576	0.0000043	0.478
 0173	 138.2	103	15.594	16.469	3.0728241	0.0000053	0.438
 0174	 135.7	20856	13.656	14.756	15.8627278	0.0001132	0.458
 0175	 135.8	2908	15.463	16.113	3.0040941	0.0000026	0.682
 0176	 134.8	48	15.575	16.333	2.7567133	0.0000033	0.495
 0177	 135.6	3490	15.020	15.826	4.2764527	0.0000068	0.476
 0178	 137.5	12281	16.774	17.376	0.7226984	0.0000011	0.210
 0179	 136.5	13058	15.756	16.516	2.6151841	0.0000040	0.472
 0180	 136.7	13873	16.928	17.613	1.0372163	0.0000010	0.371
 0181	 139.3	8605	15.202	15.942	3.7039214	0.0000111	0.320
 0182	 138.3	98	16.533	17.235	1.0457978	0.0000020	0.198
 0183	 137.8	9427	16.718	17.388	0.8934525	0.0000027	0.199
 0184	 134.8	18274	15.874	16.703	1.7935557	0.0000066	0.141
 0185	 135.7	21432	18.185	18.761	0.2931889	0.0000004	0.270
 0186	 135.6	18061	15.149	16.133	5.3793586	0.0000257	0.346
 0187	 139.4	7622	14.103	14.753	4.8421744	0.0000422	0.096
 0188	 134.7	110	16.322	17.009	1.6484303	0.0000019	0.397
 0189	 135.5	3831	14.791	15.687	5.9199569	0.0000168	0.554
 0190	 137.5	12008	15.351	15.938	1.9127457	0.0000033	0.266
 0191	 136.6	15117	15.335	16.042	3.3540042	0.0000094	0.583
 0192	 138.3	7464	18.199	18.783	0.2995683	0.0000008	0.120
 0193	 140.1	12862	15.727	16.382	1.6916670	0.0000035	0.207
 0194	 137.8	9206	15.444	16.214	3.1455633	0.0000107	0.360
 0195	 137.8	9161	14.257	15.013	4.7521631	0.0000303	0.236
 0196	 138.2	8242	15.897	16.658	2.2984889	0.0000026	0.634
 0197	 134.6	3307	15.665	16.425	2.6181435	0.0000024	0.474
 0198	 136.5	13090	15.957	16.619	2.0349871	0.0000015	0.611
 0199	 135.8	6381	15.131	15.967	4.2996940	0.0000092	0.501
 0200	 133.5	103	16.048	16.600	1.8961156	0.0000079	0.120
 0201	 133.8	41	15.696	16.429	2.5705916	0.0000056	0.395
 0202	 133.8	129	15.972	16.696	1.4906473	0.0000042	0.151
 0203	 134.5	3024	15.950	16.590	1.5045506	0.0000034	0.229
 0204	 136.5	13113	15.978	16.654	1.3528934	0.0000030	0.267
 0205	 136.5	13118	15.868	16.711	2.6423992	0.0000061	0.391
 0206	 138.3	7136	15.277	16.005	3.2728082	0.0000034	0.507
 0207	 133.6	101	16.370	16.961	0.9990188	0.0000022	0.225
 0208	 135.8	6415	15.427	16.127	2.0358627	0.0000046	0.246
 0209	 135.5	7598	15.523	16.486	3.1227238	0.0000372	0.300
 0210	 134.7	20652	14.908	15.766	4.7872233	0.0000296	0.162
 0211	 135.7	7717	15.782	16.422	2.0977555	0.0000016	0.651
 0212	 134.8	4136	13.864	14.824	12.3265546	0.0000866	0.529
 0213	 139.1	9495	16.267	16.877	1.6504659	0.0000007	0.719
 0214	 134.5	18715	15.847	16.570	2.4240252	0.0000082	0.202
 0215	 135.7	24781	15.959	16.818	2.5452049	0.0000061	0.333
 0216	 135.7	7728	15.343	16.099	3.3986153	0.0000038	0.587
 0217	 136.6	15316	15.677	16.491	3.0408578	0.0000065	0.601
 0218	 136.5	12953	14.379	15.330	8.6216395	0.0000587	0.271
 0219	 135.5	7679	16.697	17.408	0.9431289	0.0000016	0.228
 0220	 134.7	24771	15.533	16.254	1.8776135	0.0000074	0.154
 0221	 135.8	21876	15.493	16.268	2.2164645	0.0000067	0.251
 0222	 134.8	26520	15.603	16.352	2.6968785	0.0000026	0.526
 0223	 136.7	13650	14.307	15.234	8.2391652	0.0000557	0.424
 0224	 135.5	23296	14.468	15.482	3.7796422	0.0000200	0.210
 0225	 138.4	7011	14.872	15.544	4.4325522	0.0000067	0.595
 0226	 134.8	26522	15.598	16.328	2.6091765	0.0000032	0.589
 0227	 137.4	20	14.438	15.317	3.7970428	0.0000634	0.307
 0228	 133.8	1319	17.860	18.421	0.3656793	0.0000007	0.191
 0229	 135.7	12377	15.188	16.057	4.5635261	0.0000083	0.621
 0230	 135.5	11494	15.213	15.936	3.6907819	0.0000144	0.566
 0231	 135.7	12383	14.573	15.512	1.8994258	0.0000090	0.085
 0232	 135.7	12854	18.141	18.730	0.3012334	0.0000014	0.077
 0233	 137.1	95	15.619	16.401	2.0847325	0.0000088	0.174
 0234	 133.8	198	16.379	17.113	1.1328773	0.0000031	0.207
 0235	 135.6	25735	15.117	15.996	4.7622116	0.0000315	0.217
 0236	 135.8	10266	15.639	16.514	3.2965234	0.0000070	0.312
 0237	 138.3	7162	15.315	16.007	3.2226528	0.0000034	0.461
 0238	 135.5	27478	15.823	16.574	2.5057931	0.0000031	0.478
 0239	 136.3	39	14.937	15.701	4.7508051	0.0000131	0.524
 0240	 134.8	8397	15.677	16.359	1.7205618	0.0000028	0.273
 0241	 135.7	28708	17.165	17.901	0.7645917	0.0000017	0.209
 0242	 132.7	249	16.759	17.346	0.7804629	0.0000013	0.224
 0243	 136.3	41	15.231	15.881	2.3435332	0.0000287	0.236
 0244	 134.7	7843	15.607	16.278	1.9018521	0.0000052	0.169
 0245	 134.5	22444	14.189	14.909	4.8584906	0.0000508	0.181
 0246	 132.8	52	14.695	15.289	4.3331540	0.0000045	0.644
 0247	 134.7	7824	15.055	15.677	2.3283137	0.0000070	0.213
 0248	 136.1	38	15.190	15.877	2.4290738	0.0000086	0.218
 0250	 134.6	7102	14.455	15.207	6.1802352	0.0000393	0.411
 0251	 135.6	10797	14.988	16.002	4.1855850	0.0000294	0.181
 0252	 133.7	28	14.532	15.256	4.0024631	0.0000264	0.246
 0253	 135.5	11533	15.892	16.628	2.0829962	0.0000019	0.515
 0254	 134.6	23280	15.637	16.355	2.7873539	0.0000047	0.505
 0255	 131.7	52	15.293	15.933	3.2516305	0.0000032	0.612
 0256	 135.6	10798	15.349	16.141	2.5891239	0.0000109	0.261
 0257	 133.6	28	14.574	15.374	6.2298674	0.0000330	0.332
 0258	 135.7	28533	14.739	15.535	5.0255625	0.0000210	0.317
 0259	 134.7	8089	17.196	17.702	0.5062302	0.0000007	0.280
 0260	 133.8	19744	16.713	17.331	0.7754569	0.0000014	0.185
 0261	 136.4	154	15.934	16.716	2.4382289	0.0000179	0.205
 0262	 132.6	118	15.515	16.256	2.8503573	0.0000049	0.394
 0263	 135.5	27508	15.948	16.649	2.1269245	0.0000027	0.542
 0264	 134.8	13225	15.112	15.919	3.8193088	0.0000057	0.478
 0265	 135.7	12446	15.449	16.015	2.2544042	0.0000171	0.121
 0266	 134.6	27363	15.654	16.549	3.2791657	0.0000097	0.327
 0267	 134.8	13251	15.705	16.551	2.7908335	0.0000034	0.443
 0268	 133.8	19501	15.534	16.226	2.0155291	0.0000108	0.189
 0269	 136.1	53	15.103	15.800	3.8194408	0.0000042	0.624
 0270	 133.7	17335	15.162	15.662	3.6017730	0.0000186	0.292
 0271	 137.4	88	15.535	16.319	2.7301822	0.0000062	0.264
 0272	 131.7	70	15.499	16.182	2.9518477	0.0000035	0.518
 0273	 132.7	60	15.398	16.121	3.1184030	0.0000053	0.396
 0274	 135.4	11	14.907	15.642	4.5257007	0.0000053	0.664
 0275	 136.4	176	15.555	16.351	3.0778322	0.0000110	0.238
 0276	 134.8	30926	15.752	16.466	2.3419013	0.0000023	0.526
 0277	 133.8	19798	17.299	17.910	0.5784461	0.0000008	0.294
 0278	 135.4	19343	15.210	16.051	4.0587007	0.0000096	0.485
 0279	 136.4	75	14.704	15.470	5.7296034	0.0000128	0.490
 0280	 131.7	85	15.372	16.148	3.2616649	0.0000056	0.376
 0281	 135.3	20367	16.133	17.076	2.5917060	0.0000047	0.379
 0282	 134.6	27378	15.743	16.588	2.8230954	0.0000049	0.381
 0283	 136.4	437	16.789	17.467	0.8666479	0.0000016	0.190
 0284	 137.4	15760	15.304	15.836	1.8326747	0.0000184	0.042
 0285	 135.4	39	15.928	16.717	2.3073469	0.0000029	0.413
 0286	 131.7	97	15.043	15.927	3.1334968	0.0000061	0.324
 0287	 136.4	82	15.128	15.833	2.4046355	0.0000072	0.232
 0288	 136.1	351	16.297	16.887	1.0931200	0.0000041	0.273
 0289	 135.2	19885	16.426	17.115	1.4626657	0.0000015	0.467
 0290	 132.6	11282	14.962	15.738	4.2442714	0.0000229	0.244
 0291	 136.3	78	15.270	16.049	3.7621217	0.0000065	0.474
 0292	 131.5	21	14.145	14.811	7.3989255	0.0000591	0.546
 0293	 134.6	11440	15.426	16.210	3.1477927	0.0000088	0.423
 0294	 132.7	12086	15.049	15.696	2.3622940	0.0000076	0.256
 0295	 134.5	26529	15.571	16.293	2.7856812	0.0000032	0.575
 0296	 134.7	29188	15.303	16.141	3.6867630	0.0000147	0.357
 0297	 135.1	23	14.475	15.307	4.8071092	0.0000247	0.227
 0298	 133.5	17646	16.229	16.721	0.7789320	0.0000059	0.042
 0299	 137.3	14186	15.290	16.021	3.4613239	0.0000056	0.492
 0300	 136.4	30	14.354	15.040	4.2159712	0.0000290	0.121
 0301	 135.2	57	15.525	16.345	3.3461812	0.0000042	0.501
 0302	 132.6	11290	15.250	15.951	2.3438803	0.0000120	0.146
 0303	 134.3	20616	16.729	17.532	1.5268747	0.0000076	0.542
 0304	 135.2	19839	15.340	16.150	3.6523662	0.0000119	0.363
 0305	 135.3	20354	15.007	15.635	2.4341843	0.0000058	0.255
 0306	 136.4	35	14.354	15.172	6.8869769	0.0000142	0.557
 0307	 131.8	191	16.003	16.613	1.3090900	0.0000037	0.191
 0308	 135.2	24209	14.652	15.515	6.7760125	0.0000546	0.177
 0309	 136.1	433	16.613	17.116	0.7885423	0.0000011	0.275
 0310	 137.4	15733	13.976	14.708	5.1743984	0.0000278	0.189
 0311	 134.1	21561	15.915	16.496	1.3641916	0.0000048	0.265
 0312	 137.2	11970	16.310	16.997	1.1193322	0.0000028	0.174
 0313	 134.1	36	15.540	16.370	3.0979652	0.0000049	0.396
 0314	 136.1	1087	17.898	18.395	0.3346942	0.0000004	0.298
 0315	 136.4	18313	15.709	16.406	1.7313401	0.0000042	0.252
 0316	 133.5	17573	15.140	15.859	3.7351778	0.0000059	0.455
 0317	 133.6	17669	15.608	16.436	3.1175013	0.0000151	0.320
 0318	 136.3	16729	15.504	16.201	1.9522238	0.0000031	0.274
 0319	 135.4	4701	15.582	16.318	2.5915990	0.0000034	0.448
 0320	 137.2	12201	17.208	17.804	0.4693026	0.0000025	0.095
 0321	 134.1	21543	15.397	16.231	3.2957693	0.0000053	0.485
 0322	 133.6	17676	15.658	16.243	2.3834244	0.0000082	0.548
 0323	 134.3	16	15.288	15.986	2.1879272	0.0000088	0.214
 0324	 135.3	4186	16.035	17.091	3.1905922	0.0000052	0.493
 0325	 136.3	16738	15.507	16.305	3.1928304	0.0000051	0.414
 0326	 135.2	4388	14.789	15.553	3.1226666	0.0001261	0.227
 0327	 135.3	4273	16.952	17.770	0.8821653	0.0000027	0.154
 0329	 130.6	42	15.059	15.796	3.9275573	0.0000076	0.450
 0330	 134.2	67	15.711	16.473	1.8740954	0.0000059	0.183
 0331	 134.4	32	14.491	15.432	6.8706154	0.0000415	0.336
 0332	 137.3	14159	14.696	15.478	4.2959573	0.0000162	0.248
 0333	 130.8	27	14.779	15.637	5.5496495	0.0000191	0.408
 0334	 136.4	18244	14.754	15.629	1.7220854	0.0000061	0.112
 0335	 133.2	86	15.594	16.319	2.8707504	0.0000092	0.339
 0336	 133.1	154	16.195	16.721	0.7481119	0.0000035	0.050
 0337	 134.3	4372	15.754	16.575	2.8804844	0.0000052	0.481
 0338	 130.8	31	14.916	15.604	2.8668909	0.0000138	0.209
 0339	 130.5	44	15.502	16.277	2.8676246	0.0000035	0.470
 0340	 134.4	24159	16.007	16.707	2.1444944	0.0000047	0.253
 0341	 136.3	17573	18.135	18.743	0.3261510	0.0000006	0.186
 0342	 135.1	3794	15.688	16.565	2.1937040	0.0000079	0.174
 0343	 134.1	26570	14.659	15.303	3.1163350	0.0000113	0.164
 0344	 131.8	15892	18.489	19.081	0.2600595	0.0000006	0.190
 0345	 135.3	9260	16.184	17.171	2.6688241	0.0000125	0.234
 0346	 135.3	9262	15.874	16.760	3.0464527	0.0000061	0.385
 0347	 133.2	97	15.545	16.174	1.7363005	0.0000040	0.267
 0348	 134.4	24142	15.381	16.074	2.1449850	0.0000070	0.199
 0349	 135.3	9269	15.937	16.907	3.0398703	0.0000104	0.418
 0350	 135.3	30059	15.909	16.835	2.8744751	0.0000074	0.344
 0351	 135.3	9270	15.720	16.666	3.5009055	0.0000082	0.328
 0352	 134.3	24996	15.202	15.953	3.5263678	0.0000045	0.464
 0353	 132.5	10272	15.155	15.809	3.5671914	0.0000055	0.508
 0354	 134.1	26602	15.768	16.477	2.2411410	0.0000028	0.451
 0355	 135.3	9330	16.225	17.121	2.2144145	0.0000137	0.173
 0356	 137.4	15750	13.653	14.489	12.6838476	0.0000450	0.688
 0357	 134.1	4902	15.091	15.880	4.3808293	0.0000092	0.405
 0358	 134.2	28137	15.393	16.158	2.1052150	0.0000111	0.155
 0359	 132.5	10275	14.570	15.306	6.5464473	0.0000793	0.336
 0360	 136.4	18188	13.286	14.324	22.0879227	0.0001805	0.513
 0361	 137.4	15953	15.561	16.240	2.9203080	0.0000071	0.534
 0362	 130.7	57	15.464	16.177	3.0249357	0.0000043	0.446
 0363	 135.2	8817	15.488	16.170	1.8926065	0.0000046	0.195
 0364	 134.2	5086	15.823	16.553	2.3302809	0.0000017	0.531
 0365	 133.3	196	16.647	17.291	1.1606904	0.0000014	0.348
 0366	 136.3	16637	13.606	14.372	9.5294292	0.0000391	0.475
 0367	 132.3	1	12.711	-99.99	29.8668209	0.0256815	0.600
 0368	 134.2	5059	15.210	15.873	2.3197959	0.0000067	0.256
 0369	 130.7	62	15.349	16.119	3.3379668	0.0000049	0.479
 0370	 135.4	9434	15.863	16.693	2.6797613	0.0000045	0.340
 0371	 135.3	30068	15.461	16.200	2.0683057	0.0000063	0.204
 0372	 130.7	67	15.223	15.882	2.1178449	0.0000179	0.110
 0373	 135.2	29293	15.384	16.046	2.8811198	0.0000032	0.615
 0374	 131.6	13112	15.439	16.041	1.8387034	0.0000060	0.213
 0375	 136.3	17087	16.939	17.557	0.6880396	0.0000014	0.167
 0376	 131.7	14567	15.223	15.849	2.0744290	0.0000088	0.180
 0377	 133.2	29	14.158	14.845	6.2471228	0.0000191	0.524
 0378	 135.2	8835	15.596	16.332	2.6397216	0.0000025	0.496
 0379	 131.8	13676	15.184	15.780	2.0672692	0.0000044	0.270
 0380	 134.2	28115	14.707	15.665	7.0874344	0.0002165	0.083
 0381	 133.4	77	15.340	16.029	2.1795129	0.0000090	0.175
 0382	 134.1	26634	15.671	16.461	2.7961643	0.0000049	0.357
 0383	 136.4	18438	15.602	16.349	1.9510459	0.0000057	0.185
 0384	 134.3	30077	15.394	16.136	3.1855646	0.0000034	0.445
 0385	 134.3	30080	15.018	15.055	4.2736480	0.0001092	0.357
 0386	 132.2	651	17.710	18.435	0.3741294	0.0000011	0.097
 0387	 134.1	32554	15.660	16.423	2.7695419	0.0000074	0.235
 0388	 133.4	85	15.754	16.408	1.6392321	0.0000074	0.116
 0389	 129.5	396	16.810	17.485	0.8059996	0.0000019	0.168
 0390	 134.1	10195	15.164	15.794	3.4360458	0.0000030	0.655
 0391	 136.3	16850	16.220	16.769	1.1410553	0.0000050	0.291
 0392	 134.2	33916	14.801	15.706	5.8129308	0.0000213	0.282
 0393	 132.3	46	15.406	16.022	1.8735115	0.0000053	0.236
 0394	 133.2	65	14.359	15.173	7.2367891	0.0000346	0.305
 0395	 130.5	68	15.022	15.639	2.4805879	0.0000085	0.264
